10;30;50;70;90;0.9;1;1.1;1.2;1.3;DelayRising;DelayFalling;WorstCase
1;1;1;0;7;1;1;1;0;7;5.33344e-12;1.35908e-11;1.35908e-11 
3;1;0;0;6;3;1;0;0;6;5.23113e-12;1.33925e-11;1.33925e-11 
1;2;3;3;1;1;2;3;3;1;4.15405e-12;1.13125e-11;1.13125e-11 
3;4;2;1;0;3;4;2;1;0;2.79686e-12;8.68857e-12;8.68857e-12 
2;2;0;1;5;2;2;0;1;5;5.13227e-12;1.32005e-11;1.32005e-11 
1;0;2;1;6;1;0;2;1;6;5.26280e-12;1.34577e-11;1.34577e-11 
2;1;3;0;4;2;1;3;0;4;4.93561e-12;1.28138e-11;1.28138e-11 
2;2;0;3;3;2;2;0;3;3;4.82013e-12;1.26001e-11;1.26001e-11 
0;2;2;2;4;0;2;2;2;4;5.37575e-12;1.23514e-11;1.23514e-11 
2;2;2;1;3;2;2;2;1;3;4.73541e-12;1.24500e-11;1.24500e-11 
2;3;0;2;3;2;3;0;2;3;4.77349e-12;1.25213e-11;1.25213e-11 
3;2;3;1;1;3;2;3;1;1;3.92827e-12;1.08942e-11;1.08942e-11 
0;3;3;1;3;0;3;3;1;3;5.11923e-12;1.18622e-11;1.18622e-11 
1;0;2;1;6;1;0;2;1;6;5.26280e-12;1.34577e-11;1.34577e-11 
3;1;2;2;2;3;1;2;2;2;4.49121e-12;1.19819e-11;1.19819e-11 
0;0;1;2;7;0;0;1;2;7;6.11223e-12;1.24434e-11;1.24434e-11 
3;0;2;2;3;3;0;2;2;3;4.78592e-12;1.25497e-11;1.25497e-11 
5;1;1;3;0;5;1;1;3;0;3.32115e-12;9.74195e-12;9.74195e-12 
1;3;0;3;3;1;3;0;3;3;4.82112e-12;1.26015e-11;1.26015e-11 
3;2;2;1;2;3;2;2;1;2;4.40809e-12;1.18053e-11;1.18053e-11 
0;1;2;2;5;0;1;2;2;5;5.53624e-12;1.26507e-11;1.26507e-11 
1;2;0;2;5;1;2;0;2;5;5.15870e-12;1.32353e-11;1.32353e-11 
0;0;0;2;8;0;0;0;2;8;6.55716e-12;1.19482e-11;1.19482e-11 
2;2;1;1;4;2;2;1;1;4;4.95653e-12;1.28721e-11;1.28721e-11 
0;2;0;1;7;0;2;0;1;7;5.71907e-12;1.30196e-11;1.30196e-11 
1;1;1;1;6;1;1;1;1;6;5.26038e-12;1.34536e-11;1.34536e-11 
2;1;1;3;3;2;1;1;3;3;4.82851e-12;1.26050e-11;1.26050e-11 
0;1;1;1;7;0;1;1;1;7;5.72228e-12;1.30218e-11;1.30218e-11 
1;2;4;3;0;1;2;4;3;0;3.42343e-12;9.94733e-12;9.94733e-12 
1;4;2;2;1;1;4;2;2;1;4.03499e-12;1.11169e-11;1.11169e-11 
1;0;1;0;8;1;0;1;0;8;5.40852e-12;1.37200e-11;1.37200e-11 
2;1;1;2;4;2;1;1;2;4;5.00003e-12;1.29355e-11;1.29355e-11 
2;1;2;0;5;2;1;2;0;5;5.10942e-12;1.31536e-11;1.31536e-11 
1;0;0;1;8;1;0;0;1;8;5.41841e-12;1.37424e-11;1.37424e-11 
2;2;2;1;3;2;2;2;1;3;4.73541e-12;1.24500e-11;1.24500e-11 
2;1;2;2;3;2;1;2;2;3;4.78918e-12;1.25398e-11;1.25398e-11 
3;2;2;2;1;3;2;2;2;1;4.03095e-12;1.11072e-11;1.11072e-11 
3;1;2;3;1;3;1;2;3;1;4.14024e-12;1.12958e-11;1.12958e-11 
1;1;1;2;5;1;1;1;2;5;5.16024e-12;1.32435e-11;1.32435e-11 
1;1;0;0;8;1;1;0;0;8;5.40948e-12;1.37163e-11;1.37163e-11 
1;2;1;1;5;1;2;1;1;5;5.13570e-12;1.32152e-11;1.32152e-11 
2;0;3;3;2;2;0;3;3;2;4.56035e-12;1.21077e-11;1.21077e-11 
0;0;1;2;7;0;0;1;2;7;6.11223e-12;1.24434e-11;1.24434e-11 
1;3;2;1;3;1;3;2;1;3;4.73638e-12;1.24510e-11;1.24510e-11 
4;2;1;2;1;4;2;1;2;1;4.00925e-12;1.10598e-11;1.10598e-11 
2;0;3;0;5;2;0;3;0;5;5.11268e-12;1.31537e-11;1.31537e-11 
2;1;3;0;4;2;1;3;0;4;4.93561e-12;1.28138e-11;1.28138e-11 
2;0;0;1;7;2;0;0;1;7;5.34770e-12;1.36236e-11;1.36236e-11 
1;0;2;0;7;1;0;2;0;7;5.33738e-12;1.35980e-11;1.35980e-11 
