40;70;100;1.0;1.1;1.2;WorstCase
4;4;2;4;4;2;2.43639e-12 
1;5;4;1;5;4;2.59624e-12 
1;0;9;1;0;9;2.73038e-12 
7;0;3;7;0;3;2.47637e-12 
6;4;0;6;4;0;2.06742e-12 
4;6;0;4;6;0;2.13203e-12 
3;0;7;3;0;7;2.69257e-12 
0;0;10;0;0;10;3.41486e-12 
0;10;0;0;10;0;2.20094e-12 
0;10;0;0;10;0;2.20094e-12 
5;0;5;5;0;5;2.61621e-12 
2;8;0;2;8;0;2.16834e-12 
0;10;0;0;10;0;2.20094e-12 
6;4;0;6;4;0;2.06742e-12 
0;10;0;0;10;0;2.20094e-12 
0;9;1;0;9;1;2.45393e-12 
5;2;3;5;2;3;2.50697e-12 
10;0;0;10;0;0;1.73255e-12 
0;0;10;0;0;10;3.41486e-12 
0;6;4;0;6;4;2.80591e-12 
0;8;2;0;8;2;2.61252e-12 
0;9;1;0;9;1;2.45393e-12 
10;0;0;10;0;0;1.73255e-12 
0;4;6;0;4;6;2.91859e-12 
5;0;5;5;0;5;2.61621e-12 
0;10;0;0;10;0;2.20094e-12 
4;5;1;4;5;1;2.31958e-12 
0;6;4;0;6;4;2.80591e-12 
0;0;10;0;0;10;3.41486e-12 
7;0;3;7;0;3;2.47637e-12 
0;0;10;0;0;10;3.41486e-12 
2;3;5;2;3;5;2.63720e-12 
3;2;5;3;2;5;2.63205e-12 
5;3;2;5;3;2;2.42292e-12 
6;0;4;6;0;4;2.55717e-12 
4;6;0;4;6;0;2.13203e-12 
7;0;3;7;0;3;2.47637e-12 
7;3;0;7;3;0;2.01978e-12 
10;0;0;10;0;0;1.73255e-12 
0;0;10;0;0;10;3.41486e-12 
0;10;0;0;10;0;2.20094e-12 
10;0;0;10;0;0;1.73255e-12 
0;1;9;0;1;9;2.99646e-12 
0;10;0;0;10;0;2.20094e-12 
0;10;0;0;10;0;2.20094e-12 
1;0;9;1;0;9;2.73038e-12 
0;9;1;0;9;1;2.45393e-12 
0;10;0;0;10;0;2.20094e-12 
10;0;0;10;0;0;1.73255e-12 
8;2;0;8;2;0;1.95500e-12 
5;2;3;5;2;3;2.50697e-12 
0;10;0;0;10;0;2.20094e-12 
8;0;2;8;0;2;2.36084e-12 
10;0;0;10;0;0;1.73255e-12 
0;10;0;0;10;0;2.20094e-12 
6;4;0;6;4;0;2.06742e-12 
6;1;3;6;1;3;2.49297e-12 
0;0;10;0;0;10;3.41486e-12 
1;9;0;1;9;0;2.17816e-12 
3;0;7;3;0;7;2.69257e-12 
4;4;2;4;4;2;2.43639e-12 
5;0;5;5;0;5;2.61621e-12 
10;0;0;10;0;0;1.73255e-12 
0;10;0;0;10;0;2.20094e-12 
4;1;5;4;1;5;2.62532e-12 
0;0;10;0;0;10;3.41486e-12 
7;0;3;7;0;3;2.47637e-12 
2;4;4;2;4;4;2.59246e-12 
5;0;5;5;0;5;2.61621e-12 
10;0;0;10;0;0;1.73255e-12 
10;0;0;10;0;0;1.73255e-12 
0;0;10;0;0;10;3.41486e-12 
5;2;3;5;2;3;2.50697e-12 
10;0;0;10;0;0;1.73255e-12 
0;10;0;0;10;0;2.20094e-12 
10;0;0;10;0;0;1.73255e-12 
7;0;3;7;0;3;2.47637e-12 
0;5;5;0;5;5;2.86987e-12 
0;10;0;0;10;0;2.20094e-12 
3;7;0;3;7;0;2.15316e-12 
7;0;3;7;0;3;2.47637e-12 
4;6;0;4;6;0;2.13203e-12 
0;10;0;0;10;0;2.20094e-12 
1;9;0;1;9;0;2.17816e-12 
8;2;0;8;2;0;1.95500e-12 
0;10;0;0;10;0;2.20094e-12 
0;10;0;0;10;0;2.20094e-12 
0;0;10;0;0;10;3.41486e-12 
5;0;5;5;0;5;2.61621e-12 
5;5;0;5;5;0;2.10407e-12 
0;3;7;0;3;7;2.95374e-12 
7;3;0;7;3;0;2.01978e-12 
4;0;6;4;0;6;2.66026e-12 
10;0;0;10;0;0;1.73255e-12 
0;10;0;0;10;0;2.20094e-12 
0;10;0;0;10;0;2.20094e-12 
0;0;10;0;0;10;3.41486e-12 
4;6;0;4;6;0;2.13203e-12 
10;0;0;10;0;0;1.73255e-12 
0;0;10;0;0;10;3.41486e-12 
