40;70;100;1.0;1.1;1.2;WorstCase
4;4;2;4;4;2;5.21061e-12 
1;5;4;1;5;4;5.59794e-12 
1;0;9;1;0;9;5.92401e-12 
7;0;3;7;0;3;5.33085e-12 
6;4;0;6;4;0;4.28137e-12 
4;6;0;4;6;0;4.44162e-12 
3;0;7;3;0;7;5.83911e-12 
0;0;10;0;0;10;6.56528e-12 
0;10;0;0;10;0;4.39545e-12 
0;10;0;0;10;0;4.39545e-12 
5;0;5;5;0;5;5.66380e-12 
2;8;0;2;8;0;4.52768e-12 
0;10;0;0;10;0;4.39545e-12 
6;4;0;6;4;0;4.28137e-12 
0;10;0;0;10;0;4.39545e-12 
0;9;1;0;9;1;4.92039e-12 
5;2;3;5;2;3;5.38496e-12 
10;0;0;10;0;0;3.46979e-12 
0;0;10;0;0;10;6.56528e-12 
0;6;4;0;6;4;5.64380e-12 
0;8;2;0;8;2;5.24282e-12 
0;9;1;0;9;1;4.92039e-12 
10;0;0;10;0;0;3.46979e-12 
0;4;6;0;4;6;5.87719e-12 
5;0;5;5;0;5;5.66380e-12 
0;10;0;0;10;0;4.39545e-12 
4;5;1;4;5;1;4.92037e-12 
0;6;4;0;6;4;5.64380e-12 
0;0;10;0;0;10;6.56528e-12 
7;0;3;7;0;3;5.33085e-12 
0;0;10;0;0;10;6.56528e-12 
2;3;5;2;3;5;5.70200e-12 
3;2;5;3;2;5;5.69111e-12 
5;3;2;5;3;2;5.18087e-12 
6;0;4;6;0;4;5.52601e-12 
4;6;0;4;6;0;4.44162e-12 
7;0;3;7;0;3;5.33085e-12 
7;3;0;7;3;0;4.16440e-12 
10;0;0;10;0;0;3.46979e-12 
0;0;10;0;0;10;6.56528e-12 
0;10;0;0;10;0;4.39545e-12 
10;0;0;10;0;0;3.46979e-12 
0;1;9;0;1;9;6.03798e-12 
0;10;0;0;10;0;4.39545e-12 
0;10;0;0;10;0;4.39545e-12 
1;0;9;1;0;9;5.92401e-12 
0;9;1;0;9;1;4.92039e-12 
0;10;0;0;10;0;4.39545e-12 
10;0;0;10;0;0;3.46979e-12 
8;2;0;8;2;0;3.98916e-12 
5;2;3;5;2;3;5.38496e-12 
0;10;0;0;10;0;4.39545e-12 
8;0;2;8;0;2;5.03708e-12 
10;0;0;10;0;0;3.46979e-12 
0;10;0;0;10;0;4.39545e-12 
6;4;0;6;4;0;4.28137e-12 
6;1;3;6;1;3;5.35178e-12 
0;0;10;0;0;10;6.56528e-12 
1;9;0;1;9;0;4.55289e-12 
3;0;7;3;0;7;5.83911e-12 
4;4;2;4;4;2;5.21061e-12 
5;0;5;5;0;5;5.66380e-12 
10;0;0;10;0;0;3.46979e-12 
0;10;0;0;10;0;4.39545e-12 
4;1;5;4;1;5;5.67690e-12 
0;0;10;0;0;10;6.56528e-12 
7;0;3;7;0;3;5.33085e-12 
2;4;4;2;4;4;5.58887e-12 
5;0;5;5;0;5;5.66380e-12 
10;0;0;10;0;0;3.46979e-12 
10;0;0;10;0;0;3.46979e-12 
0;0;10;0;0;10;6.56528e-12 
5;2;3;5;2;3;5.38496e-12 
10;0;0;10;0;0;3.46979e-12 
0;10;0;0;10;0;4.39545e-12 
10;0;0;10;0;0;3.46979e-12 
7;0;3;7;0;3;5.33085e-12 
0;5;5;0;5;5;5.77247e-12 
0;10;0;0;10;0;4.39545e-12 
3;7;0;3;7;0;4.49287e-12 
7;0;3;7;0;3;5.33085e-12 
4;6;0;4;6;0;4.44162e-12 
0;10;0;0;10;0;4.39545e-12 
1;9;0;1;9;0;4.55289e-12 
8;2;0;8;2;0;3.98916e-12 
0;10;0;0;10;0;4.39545e-12 
0;10;0;0;10;0;4.39545e-12 
0;0;10;0;0;10;6.56528e-12 
5;0;5;5;0;5;5.66380e-12 
5;5;0;5;5;0;4.37011e-12 
0;3;7;0;3;7;5.95054e-12 
7;3;0;7;3;0;4.16440e-12 
4;0;6;4;0;6;5.76355e-12 
10;0;0;10;0;0;3.46979e-12 
0;10;0;0;10;0;4.39545e-12 
0;10;0;0;10;0;4.39545e-12 
0;0;10;0;0;10;6.56528e-12 
4;6;0;4;6;0;4.44162e-12 
10;0;0;10;0;0;3.46979e-12 
0;0;10;0;0;10;6.56528e-12 
