40;70;100;1.0;1.1;1.2;WorstCase
4;4;2;4;4;2;9.89977e-13
1;5;4;1;5;4;1.00728e-12
1;0;9;1;0;9;1.02278e-12
7;0;3;7;0;3;9.95882e-13
3;0;7;3;0;7;1.01869e-12
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
5;0;5;5;0;5;1.01047e-12
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
0;9;1;0;9;1;1.11956e-12
5;2;3;5;2;3;9.98201e-13
0;6;4;0;6;4;1.31184e-12
0;8;2;0;8;2;1.19232e-12
0;9;1;0;9;1;1.11956e-12
0;4;6;0;4;6;1.36164e-12
5;0;5;5;0;5;1.01047e-12
0;10;0;0;10;0;1.00655e-12
4;5;1;4;5;1;9.77103e-13
0;6;4;0;6;4;1.31184e-12
7;0;3;7;0;3;9.95882e-13
2;3;5;2;3;5;1.01212e-12
3;2;5;3;2;5;1.01170e-12
5;3;2;5;3;2;9.88919e-13
6;0;4;6;0;4;1.00423e-12
7;0;3;7;0;3;9.95882e-13
0;10;0;0;10;0;1.00655e-12
0;1;9;0;1;9;1.39695e-12
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
1;0;9;1;0;9;1.02278e-12
0;9;1;0;9;1;1.11956e-12
0;10;0;0;10;0;1.00655e-12
5;2;3;5;2;3;9.98201e-13
0;10;0;0;10;0;1.00655e-12
8;0;2;8;0;2;9.84093e-13
0;10;0;0;10;0;1.00655e-12
6;1;3;6;1;3;9.97147e-13
3;0;7;3;0;7;1.01869e-12
4;4;2;4;4;2;9.89977e-13
5;0;5;5;0;5;1.01047e-12
0;10;0;0;10;0;1.00655e-12
4;1;5;4;1;5;1.01118e-12
7;0;3;7;0;3;9.95882e-13
2;4;4;2;4;4;1.00696e-12
5;0;5;5;0;5;1.01047e-12
5;2;3;5;2;3;9.98201e-13
0;10;0;0;10;0;1.00655e-12
7;0;3;7;0;3;9.95882e-13
0;5;5;0;5;5;1.34008e-12
0;10;0;0;10;0;1.00655e-12
7;0;3;7;0;3;9.95882e-13
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
5;0;5;5;0;5;1.01047e-12
0;3;7;0;3;7;1.37783e-12
4;0;6;4;0;6;1.01520e-12
0;10;0;0;10;0;1.00655e-12
0;10;0;0;10;0;1.00655e-12
