10;30;50;70;90;0.9;1;1.1;1.2;1.3;DelayRising;DelayFalling;WorstCase
1;1;3;1;4;1;1;3;1;4;2.18501e-10;2.03531e-10;2.18501e-10
1;0;3;2;4;1;0;3;2;4;2.06155e-10;1.91296e-10;2.06155e-10
2;1;1;4;2;2;1;1;4;2;2.07253e-10;1.92268e-10;2.07253e-10
2;1;3;1;3;2;1;3;1;3;1.92764e-10;1.78512e-10;1.92764e-10
1;2;2;3;2;1;2;2;3;2;1.98341e-10;1.83662e-10;1.98341e-10
3;1;2;1;3;3;1;2;1;3;1.91470e-10;1.77049e-10;1.91470e-10
3;1;2;1;3;3;1;2;1;3;1.98026e-10;1.83307e-10;1.98026e-10
3;2;1;1;3;3;2;1;1;3;1.98026e-10;1.83307e-10;1.98026e-10
3;1;2;1;3;3;1;2;1;3;1.97774e-10;1.83073e-10;1.97774e-10
2;0;3;2;3;2;0;3;2;3;1.98026e-10;1.83307e-10;1.98026e-10
2;1;3;2;2;2;1;3;2;2;1.99866e-10;1.85290e-10;1.99866e-10
2;1;1;2;4;2;1;1;2;4;1.89819e-10;1.75322e-10;1.89819e-10
1;1;1;0;7;1;1;1;0;7;2.07001e-10;1.92054e-10;2.07001e-10
0;1;1;1;7;0;1;1;1;7;2.18424e-10;2.03432e-10;2.18424e-10
1;3;2;0;4;1;3;2;0;4;2.18828e-10;2.04030e-10;2.18828e-10
3;3;3;1;0;3;3;3;1;0;2.04448e-10;1.89672e-10;2.04448e-10
1;1;3;1;4;1;1;3;1;4;1.32998e-10;1.20849e-10;1.32998e-10
3;1;2;0;4;3;1;2;0;4;2.06155e-10;1.91296e-10;2.06155e-10
1;1;2;2;4;1;1;2;2;4;2.04399e-10;1.89593e-10;2.04399e-10
1;2;4;1;2;1;2;4;1;2;2.07114e-10;1.92170e-10;2.07114e-10
2;3;1;2;2;2;3;1;2;2;1.87696e-10;1.73244e-10;1.87696e-10
2;3;1;3;1;2;3;1;3;1;1.89002e-10;1.74743e-10;1.89002e-10
1;1;1;2;5;1;1;1;2;5;1.76512e-10;1.62608e-10;1.76512e-10
4;1;2;1;2;4;1;2;1;2;2.12461e-10;1.97482e-10;2.12461e-10
0;3;0;1;6;0;3;0;1;6;1.86817e-10;1.72357e-10;1.86817e-10
2;1;1;2;4;2;1;1;2;4;2.15574e-10;2.00736e-10;2.15574e-10
2;1;2;1;4;2;1;2;1;4;2.07001e-10;1.92054e-10;2.07001e-10
2;1;2;1;4;2;1;2;1;4;2.07001e-10;1.92054e-10;2.07001e-10
4;1;3;1;1;4;1;3;1;1;1.89315e-10;1.75011e-10;1.89315e-10
0;1;3;2;4;0;1;3;2;4;1.69926e-10;1.55824e-10;1.69926e-10
1;0;2;0;7;1;0;2;0;7;2.07271e-10;1.92288e-10;2.07271e-10
0;2;2;0;6;0;2;2;0;6;2.18501e-10;2.03531e-10;2.18501e-10
1;3;0;1;5;1;3;0;1;5;2.15052e-10;2.00193e-10;2.15052e-10
0;2;1;0;7;0;2;1;0;7;2.11496e-10;1.96505e-10;2.11496e-10
2;0;0;3;5;2;0;0;3;5;2.18428e-10;2.03447e-10;2.18428e-10
1;1;2;0;6;1;1;2;0;6;2.12984e-10;1.97891e-10;2.12984e-10
3;2;1;3;1;3;2;1;3;1;2.15033e-10;2.00191e-10;2.15033e-10
2;1;2;1;4;2;1;2;1;4;1.76522e-10;1.62507e-10;1.76522e-10
0;1;0;2;7;0;1;0;2;7;2.05907e-10;1.91128e-10;2.05907e-10
3;2;1;1;3;3;2;1;1;3;2.19098e-10;2.04332e-10;2.19098e-10
1;2;2;2;3;1;2;2;2;3;1.97774e-10;1.83073e-10;1.97774e-10
2;1;0;0;7;2;1;0;0;7;1.99739e-10;1.85122e-10;1.99739e-10
0;1;3;1;5;0;1;3;1;5;2.18207e-10;2.03259e-10;2.18207e-10
3;1;2;3;1;3;1;2;3;1;2.11803e-10;1.96863e-10;2.11803e-10
3;3;2;1;1;3;3;2;1;1;1.76937e-10;1.63080e-10;1.76937e-10
1;1;1;1;6;1;1;1;1;6;1.69301e-10;1.55344e-10;1.69301e-10
0;2;2;0;6;0;2;2;0;6;2.15658e-10;2.00857e-10;2.15658e-10
2;1;1;1;5;2;1;1;1;5;2.15052e-10;2.00193e-10;2.15052e-10
1;1;3;2;3;1;1;3;2;3;2.11575e-10;1.96633e-10;2.11575e-10
2;2;1;1;4;2;2;1;1;4;1.99899e-10;1.85292e-10;1.99899e-10
1;1;1;0;7;1;1;1;0;7;2.05717e-10;1.91051e-10;2.05717e-10
3;1;0;0;6;3;1;0;0;6;2.18424e-10;2.03432e-10;2.18424e-10
1;2;3;3;1;1;2;3;3;1;2.14689e-10;1.99866e-10;2.14689e-10
3;4;2;1;0;3;4;2;1;0;1.77438e-10;1.63678e-10;1.77438e-10
2;2;0;1;5;2;2;0;1;5;1.30929e-10;1.18855e-10;1.30929e-10
1;0;2;1;6;1;0;2;1;6;2.11455e-10;1.96498e-10;2.11455e-10
2;1;3;0;4;2;1;3;0;4;2.15781e-10;2.00935e-10;2.15781e-10
2;2;0;3;3;2;2;0;3;3;2.04682e-10;1.89826e-10;2.04682e-10
