10;30;50;70;90;0.9;1.0;1.1;1.2;1.3;WorstCase
37;56;1;6;0;37;56;1;6;0;3.38801e-12 
70;0;7;0;23;70;0;7;0;23;4.40837e-12 
47;0;0;42;11;47;0;0;42;11;4.33056e-12 
13;33;5;7;42;13;33;5;7;42;4.68147e-12 
0;0;0;87;13;0;0;0;87;13;4.65318e-12 
0;0;45;55;0;0;0;45;55;0;3.81129e-12 
0;12;33;28;27;0;12;33;28;27;3.99037e-12 
8;0;79;13;0;8;0;79;13;0;3.76791e-12 
37;0;17;23;23;37;0;17;23;23;4.50470e-12 
0;0;79;0;21;0;0;79;0;21;4.19668e-12 
0;6;0;74;20;0;6;0;74;20;3.94052e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
27;4;11;29;29;27;4;11;29;29;4.59500e-12 
0;15;32;28;25;0;15;32;28;25;3.95775e-12 
0;100;0;0;0;0;100;0;0;0;2.22602e-12 
37;56;5;0;2;37;56;5;0;2;3.48510e-12 
16;23;0;60;1;16;23;0;60;1;4.11627e-12 
24;22;29;11;14;24;22;29;11;14;4.29597e-12 
13;44;23;20;0;13;44;23;20;0;3.80440e-12 
19;24;0;9;48;19;24;0;9;48;4.73169e-12 
0;50;6;18;26;0;50;6;18;26;3.93966e-12 
59;19;0;22;0;59;19;0;22;0;3.76881e-12 
34;32;0;0;34;34;32;0;0;34;4.57553e-12 
3;0;0;23;74;3;0;0;23;74;4.86392e-12 
22;32;9;0;37;22;32;9;0;37;4.61560e-12 
26;22;0;20;32;26;22;0;20;32;4.60831e-12 
0;78;12;0;10;0;78;12;0;10;3.38305e-12 
14;0;26;11;49;14;0;26;11;49;4.74698e-12 
57;0;0;21;22;57;0;0;21;22;4.47463e-12 
34;56;0;0;10;34;56;0;0;10;4.04736e-12 
1;96;0;3;0;1;96;0;3;0;3.23666e-12 
22;16;36;21;5;22;16;36;21;5;4.08441e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
19;63;18;0;0;19;63;18;0;0;3.22842e-12 
14;43;27;0;16;14;43;27;0;16;4.27879e-12 
0;5;95;0;0;0;5;95;0;0;2.79042e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
65;20;0;2;13;65;20;0;2;13;4.16972e-12 
42;37;0;3;18;42;37;0;3;18;4.31853e-12 
30;33;0;26;11;30;33;0;26;11;4.27264e-12 
0;97;3;0;0;0;97;3;0;0;2.29518e-12 
0;21;0;79;0;0;21;0;79;0;3.49095e-12 
3;30;17;32;18;3;30;17;32;18;4.44842e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
0;100;0;0;0;0;100;0;0;0;2.22602e-12 
9;15;17;8;51;9;15;17;8;51;4.75478e-12 
16;0;0;40;44;16;0;0;40;44;4.73943e-12 
0;0;0;100;0;0;0;0;100;0;4.34062e-12 
34;0;28;0;38;34;0;28;0;38;4.63207e-12 
30;42;19;0;9;30;42;19;0;9;4.04042e-12 
10;2;60;21;7;10;2;60;21;7;4.16484e-12 
38;28;10;23;1;38;28;10;23;1;3.87904e-12 
5;33;7;17;38;5;33;7;17;38;4.66636e-12 
20;6;42;5;27;20;6;42;5;27;4.51792e-12 
0;0;0;100;0;0;0;0;100;0;4.34062e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
0;27;37;36;0;0;27;37;36;0;3.26986e-12 
0;12;1;87;0;0;12;1;87;0;3.50878e-12 
37;7;15;9;32;37;7;15;9;32;4.58616e-12 
34;6;14;12;34;34;6;14;12;34;4.61688e-12 
43;15;15;0;27;43;15;15;0;27;4.48606e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
21;0;30;30;19;21;0;30;30;19;4.46300e-12 
25;19;7;26;23;25;19;7;26;23;4.50950e-12 
0;38;44;18;0;0;38;44;18;0;3.07368e-12 
14;25;6;9;46;14;25;6;9;46;4.71863e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
0;77;23;0;0;0;77;23;0;0;2.54630e-12 
11;0;21;35;33;11;0;21;35;33;4.64758e-12 
21;51;16;0;12;21;51;16;0;12;4.15030e-12 
56;0;0;44;0;56;0;0;44;0;3.99065e-12 
16;4;35;23;22;16;4;35;23;22;4.49478e-12 
0;49;26;18;7;0;49;26;18;7;3.45156e-12 
12;41;27;1;19;12;41;27;1;19;4.35484e-12 
39;11;18;15;17;39;11;18;15;17;4.37441e-12 
42;5;0;53;0;42;5;0;53;0;4.04541e-12 
48;0;0;22;30;48;0;0;22;30;4.58844e-12 
46;29;0;25;0;46;29;0;25;0;3.81513e-12 
0;0;81;19;0;0;0;81;19;0;3.48260e-12 
100;0;0;0;0;100;0;0;0;0;2.52401e-12 
0;49;51;0;0;0;49;51;0;0;2.70635e-12 
40;0;0;15;45;40;0;0;15;45;4.71850e-12 
17;0;83;0;0;17;0;83;0;0;3.51298e-12 
15;0;0;54;31;15;0;0;54;31;4.64206e-12 
32;53;0;0;15;32;53;0;0;15;4.22107e-12 
28;14;33;19;6;28;14;33;19;6;4.10586e-12 
0;0;0;100;0;0;0;0;100;0;4.34062e-12 
0;37;0;0;63;0;37;0;0;63;4.28215e-12 
0;0;73;27;0;0;0;73;27;0;3.58671e-12 
0;11;31;21;37;0;11;31;21;37;4.10585e-12 
21;22;36;0;21;21;22;36;0;21;4.39494e-12 
23;3;0;37;37;23;3;0;37;37;4.68351e-12 
37;0;0;57;6;37;0;0;57;6;4.25524e-12 
23;40;37;0;0;23;40;37;0;0;3.36992e-12 
23;39;17;0;21;23;39;17;0;21;4.38262e-12 
22;0;0;15;63;22;0;0;15;63;4.82364e-12 
13;9;23;50;5;13;9;23;50;5;4.21813e-12 
0;63;0;37;0;0;63;0;37;0;3.22571e-12 
0;52;17;30;1;0;52;17;30;1;3.24339e-12 
30;21;10;23;16;30;21;10;23;16;4.38093e-12 
0;20;30;27;23;0;20;30;27;23;3.92286e-12 
0;14;23;35;28;0;14;23;35;28;4.01576e-12 
31;15;52;2;0;31;15;52;2;0;3.51011e-12 
0;83;0;0;17;0;83;0;0;17;3.63088e-12 
0;25;46;0;29;0;25;46;0;29;3.94008e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
0;7;56;37;0;0;7;56;37;0;3.28930e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
16;26;39;19;0;16;26;39;19;0;3.81566e-12 
33;37;0;1;29;33;37;0;1;29;4.51182e-12 
88;12;0;0;0;88;12;0;0;0;2.67382e-12 
11;37;6;26;20;11;37;6;26;20;4.46253e-12 
0;65;0;18;17;0;65;0;18;17;3.74838e-12 
0;49;49;2;0;0;49;49;2;0;2.77381e-12 
21;12;26;21;20;21;12;26;21;20;4.45528e-12 
10;65;4;21;0;10;65;4;21;0;3.77828e-12 
27;0;61;0;12;27;0;61;0;12;4.18941e-12 
0;81;10;9;0;0;81;10;9;0;2.82455e-12 
49;0;24;0;27;49;0;24;0;27;4.49003e-12 
28;10;62;0;0;28;10;62;0;0;3.46909e-12 
0;52;41;7;0;0;52;41;7;0;2.88497e-12 
29;34;0;32;5;29;34;0;32;5;4.12285e-12 
90;0;0;0;10;90;0;0;0;10;4.02922e-12 
20;32;30;18;0;20;32;30;18;0;3.78848e-12 
0;0;0;100;0;0;0;0;100;0;4.34062e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
27;16;10;20;27;27;16;10;20;27;4.55160e-12 
0;2;47;34;17;0;2;47;34;17;3.83163e-12 
0;0;0;100;0;0;0;0;100;0;4.34062e-12 
0;66;0;0;34;0;66;0;0;34;3.99628e-12 
43;6;12;39;0;43;6;12;39;0;3.97145e-12 
27;21;15;0;37;27;21;15;0;37;4.61785e-12 
54;46;0;0;0;54;46;0;0;0;2.87319e-12 
0;88;0;0;12;0;88;0;0;12;3.44477e-12 
27;19;17;37;0;27;19;17;37;0;3.96511e-12 
18;41;33;0;8;18;41;33;0;8;4.01984e-12 
0;0;0;0;100;0;0;0;0;100;5.66275e-12 
37;7;16;2;38;37;7;16;2;38;4.63361e-12 
0;0;40;60;0;0;0;40;60;0;3.83547e-12 
6;0;31;0;63;6;0;31;0;63;4.81228e-12 
0;39;27;34;0;0;39;27;34;0;3.23801e-12 
16;28;0;0;56;16;28;0;0;56;4.76983e-12 
30;8;27;35;0;30;8;27;35;0;3.95829e-12 
0;18;0;0;82;0;18;0;0;82;4.36833e-12 
23;7;27;0;43;23;7;27;0;43;4.68042e-12 
10;0;18;36;36;10;0;18;36;36;4.67633e-12 
0;32;0;68;0;0;32;0;68;0;3.45327e-12 
23;39;17;0;21;23;39;17;0;21;4.38262e-12 
0;72;28;0;0;0;72;28;0;0;2.58490e-12 
0;0;53;0;47;0;0;53;0;47;4.57660e-12 
19;14;16;41;10;19;14;16;41;10;4.31443e-12 
0;3;31;25;41;0;3;31;25;41;4.15231e-12 
